Index,Time,BlockSize,Count,Throughput
1,67405.68,2M,5,50.497
2,67613.38,2M,5,50.451
3,67821.27,2M,5,50.361
4,68029.53,2M,5,50.414
5,68237.57,2M,5,50.448
6,68445.47,2M,5,50.383
7,68653.64,2M,5,50.448
8,68861.54,2M,5,50.480
9,69069.31,2M,5,50.383
10,69277.47,2M,5,51.570

