Time,Event,Value
423.987,AccDirty,67
423.987,AccPause,2316
423.994,AccDirty,67
423.994,AccPause,2322
424.001,AccDirty,67
424.001,AccPause,2328
424.008,AccDirty,67
424.008,AccPause,2334
424.015,AccDirty,67
424.015,AccPause,2340
424.022,AccDirty,67
424.022,AccPause,2346
424.029,AccDirty,67
424.029,AccPause,2352
424.036,AccDirty,67
424.036,AccPause,2358
424.043,AccDirty,67
424.043,AccPause,2364
424.050,AccDirty,67
424.050,AccPause,2370
424.057,AccDirty,67
424.057,AccPause,2376
424.064,AccDirty,67
424.064,AccPause,2382
424.071,AccDirty,67
424.071,AccPause,2388
424.078,AccDirty,67
424.078,AccPause,2394
424.085,AccDirty,67
424.085,AccPause,2400
424.092,AccDirty,67
424.092,AccPause,2406
424.099,AccDirty,67
424.099,AccPause,2412
424.106,AccDirty,67
424.106,AccPause,2418
424.113,AccDirty,67
424.113,AccPause,2424
424.120,AccDirty,67
424.120,AccPause,2430
424.127,AccDirty,67
424.127,AccPause,2436
424.134,AccDirty,67
424.135,AccPause,2442
424.141,AccDirty,67
424.142,AccPause,2448
424.148,AccDirty,67
424.149,AccPause,2454
424.155,AccDirty,67
424.156,AccPause,2460
424.163,AccDirty,67
424.163,AccPause,2466
424.170,AccDirty,67
424.170,AccPause,2472
424.177,AccDirty,67
424.177,AccPause,2478
424.184,AccDirty,67
424.184,AccPause,2484
424.191,AccDirty,67
424.191,AccPause,2490
424.198,AccDirty,67
424.198,AccPause,2496
424.205,AccDirty,67
424.205,AccPause,2502
424.212,AccDirty,67
424.212,AccPause,2508
424.219,AccDirty,67
424.219,AccPause,2514
424.226,AccDirty,67
424.226,AccPause,2520
424.233,AccDirty,67
424.233,AccPause,2526
424.240,AccDirty,67
424.240,AccPause,2532
424.247,AccDirty,67
424.247,AccPause,2538
424.254,AccDirty,67
424.254,AccPause,2544
424.261,AccDirty,67
424.261,AccPause,2550
424.268,AccDirty,67
424.268,AccPause,2556
424.275,AccDirty,67
424.275,AccPause,2562
424.282,AccDirty,67
424.282,AccPause,2568
424.289,AccDirty,67
424.289,AccPause,2574
424.296,AccDirty,67
424.296,AccPause,2580
424.303,AccDirty,67
424.329,AccDirty,67
424.329,AccPause,2587
424.337,AccDirty,67
424.337,AccPause,2594
424.345,AccDirty,67
424.345,AccPause,2601
424.353,AccDirty,67
424.353,AccPause,2608
424.361,AccDirty,67
424.361,AccPause,2615
424.369,AccDirty,67
424.369,AccPause,2622
424.377,AccDirty,67
424.378,AccPause,2629
424.386,AccDirty,67
424.386,AccPause,2636
424.394,AccDirty,67
424.394,AccPause,2643
424.402,AccDirty,67
424.402,AccPause,2650
424.410,AccDirty,67
424.410,AccPause,2657
424.418,AccDirty,67
424.419,AccPause,2664
424.426,AccDirty,70
424.427,AccPause,2671
424.435,AccDirty,0
424.443,AccDirty,0
424.443,AccDirty,0
424.444,AccDirty,7
424.444,AccDirty,7
424.444,AccDirty,14
424.444,AccDirty,21
424.444,AccDirty,21
424.445,AccDirty,28
424.445,AccDirty,28
424.445,AccDirty,35
424.445,AccDirty,35
424.445,AccDirty,42
424.446,AccDirty,49
424.446,AccDirty,49
424.446,AccDirty,49
424.446,AccDirty,49
424.446,AccDirty,56
424.447,AccDirty,56
424.447,AccDirty,56
424.447,AccDirty,56
424.447,AccDirty,56
424.448,AccDirty,63
424.448,AccPause,7
424.455,AccDirty,66
424.456,AccPause,14
424.463,AccDirty,66
424.463,AccPause,21
424.471,AccDirty,66
424.471,AccPause,28
424.479,AccDirty,66
424.479,AccPause,35
424.487,AccDirty,66
424.487,AccPause,42
424.495,AccDirty,66
424.495,AccPause,49
424.503,AccDirty,66
424.503,AccPause,56
424.511,AccDirty,66
424.511,AccPause,63
424.519,AccDirty,66
424.519,AccPause,70
424.527,AccDirty,66
424.527,AccPause,77
424.535,AccDirty,66
424.535,AccPause,84
424.543,AccDirty,66
424.543,AccPause,91
424.551,AccDirty,66
424.551,AccPause,98
424.559,AccDirty,66
424.559,AccPause,105
424.567,AccDirty,66
424.567,AccPause,112
424.575,AccDirty,66
424.575,AccPause,119
424.583,AccDirty,66
424.583,AccPause,126
424.591,AccDirty,66
424.591,AccPause,133
424.599,AccDirty,66
424.599,AccPause,140
424.607,AccDirty,66
424.607,AccPause,147
424.615,AccDirty,66
424.615,AccPause,154
424.623,AccDirty,66
424.623,AccPause,161
424.631,AccDirty,66
424.632,AccPause,168
424.639,AccDirty,66
424.640,AccPause,175
424.647,AccDirty,66
424.648,AccPause,183
424.657,AccDirty,66
424.657,AccPause,191
424.666,AccDirty,66
424.666,AccPause,199
424.675,AccDirty,66
424.675,AccPause,207
424.684,AccDirty,66
424.684,AccPause,215
424.693,AccDirty,66
424.693,AccPause,223
424.702,AccDirty,66
424.702,AccPause,231
424.711,AccDirty,66
424.711,AccPause,239
424.720,AccDirty,66
424.720,AccPause,247
424.729,AccDirty,66
424.729,AccPause,255
424.738,AccDirty,66
424.738,AccPause,263
424.747,AccDirty,66
424.747,AccPause,271
424.756,AccDirty,66
424.756,AccPause,279
424.765,AccDirty,66
424.765,AccPause,287
424.774,AccDirty,66
424.774,AccPause,295
424.783,AccDirty,66
424.783,AccPause,303
424.792,AccDirty,66
424.792,AccPause,311
424.801,AccDirty,66
424.801,AccPause,319
424.810,AccDirty,66
424.810,AccPause,327
424.819,AccDirty,66
424.819,AccPause,335
424.828,AccDirty,66
424.828,AccPause,343
424.837,AccDirty,66
424.837,AccPause,351
424.846,AccDirty,66
424.846,AccPause,359
424.855,AccDirty,66
424.855,AccPause,367
424.864,AccDirty,66
424.864,AccPause,375
424.873,AccDirty,66
424.873,AccPause,383
424.882,AccDirty,66
424.882,AccPause,391
424.891,AccDirty,66
424.891,AccPause,399
424.900,AccDirty,66
424.900,AccPause,407
424.909,AccDirty,66
424.909,AccPause,415
424.918,AccDirty,66
424.918,AccPause,423
424.927,AccDirty,66
424.927,AccPause,431
424.936,AccDirty,66
424.936,AccPause,439
424.945,AccDirty,66
424.945,AccPause,447
424.954,AccDirty,66
424.954,AccPause,455
424.963,AccDirty,66
424.963,AccPause,463
424.972,AccDirty,66
424.972,AccPause,471
424.981,AccDirty,66
424.981,AccPause,479
424.990,AccDirty,66
424.990,AccPause,487
424.999,AccDirty,66
424.999,AccPause,495
425.008,AccDirty,66
425.008,AccPause,503
425.017,AccDirty,66
425.017,AccPause,511
425.026,AccDirty,66
425.026,AccPause,519
425.035,AccDirty,66
425.035,AccPause,527
425.044,AccDirty,66
425.044,AccPause,535
425.053,AccDirty,66
425.053,AccPause,544
425.063,AccDirty,66
425.063,AccPause,553
425.073,AccDirty,66
425.073,AccPause,562
425.083,AccDirty,66
425.083,AccPause,571
425.093,AccDirty,66
425.093,AccPause,580
425.103,AccDirty,66
425.104,AccPause,589
425.113,AccDirty,66
425.113,AccPause,598
425.123,AccDirty,66
425.124,AccPause,607
425.133,AccDirty,66
425.134,AccPause,616
425.143,AccDirty,66
425.144,AccPause,625
425.154,AccDirty,66
425.154,AccPause,634
425.164,AccDirty,66
425.164,AccPause,643
425.174,AccDirty,66
425.174,AccPause,652
425.184,AccDirty,66
425.184,AccPause,661
425.194,AccDirty,66
425.194,AccPause,670
425.204,AccDirty,66
425.204,AccPause,679
425.214,AccDirty,66
425.214,AccPause,688
425.224,AccDirty,66
425.224,AccPause,697
425.234,AccDirty,66
425.234,AccPause,706
425.244,AccDirty,66
425.244,AccPause,715
425.254,AccDirty,66
425.254,AccPause,724
425.264,AccDirty,66
425.264,AccPause,733
425.274,AccDirty,66
425.274,AccPause,742
425.284,AccDirty,66
425.284,AccPause,751
425.294,AccDirty,66
425.294,AccPause,760
425.304,AccDirty,66
425.304,AccPause,769
425.314,AccDirty,66
425.314,AccPause,778
425.324,AccDirty,66
425.324,AccPause,787
425.334,AccDirty,66
425.334,AccPause,796
425.344,AccDirty,66
425.344,AccPause,805
425.354,AccDirty,66
425.354,AccPause,814
425.364,AccDirty,66
425.364,AccPause,823
425.374,AccDirty,66
425.374,AccPause,832
425.384,AccDirty,66
425.384,AccPause,841
425.394,AccDirty,66
425.394,AccPause,850
425.404,AccDirty,66
425.404,AccPause,859
425.414,AccDirty,66
425.414,AccPause,868
425.424,AccDirty,66
425.424,AccPause,877
425.434,AccDirty,66
425.434,AccPause,886
425.444,AccDirty,66
425.444,AccPause,895
425.454,AccDirty,66
425.454,AccPause,904
425.464,AccDirty,66
425.464,AccPause,913
425.474,AccDirty,66
425.474,AccPause,922
425.484,AccDirty,66
425.484,AccPause,931
425.494,AccDirty,66
425.494,AccPause,940
425.504,AccDirty,66
425.504,AccPause,949
425.514,AccDirty,66
425.515,AccPause,958
425.524,AccDirty,66
425.524,AccPause,967
425.534,AccDirty,66
425.534,AccPause,976
425.544,AccDirty,66
425.544,AccPause,985
425.554,AccDirty,66
425.554,AccPause,994
425.564,AccDirty,66
425.564,AccPause,1003
425.574,AccDirty,66
425.574,AccPause,1012
425.584,AccDirty,66
425.584,AccPause,1021
425.594,AccDirty,66
425.594,AccPause,1030
425.604,AccDirty,66
425.604,AccPause,1039
425.614,AccDirty,66
425.614,AccPause,1048
425.624,AccDirty,66
425.625,AccPause,1057
425.634,AccDirty,66
425.635,AccPause,1066
425.644,AccDirty,66
425.645,AccPause,1075
425.655,AccDirty,66
425.655,AccPause,1084
425.665,AccDirty,66
425.665,AccPause,1093
425.675,AccDirty,66
425.675,AccPause,1102
425.685,AccDirty,66
425.685,AccPause,1112
425.696,AccDirty,66
425.696,AccPause,1122
425.707,AccDirty,66
425.707,AccPause,1132
425.718,AccDirty,66
425.718,AccPause,1142
425.729,AccDirty,66
425.729,AccPause,1152
425.740,AccDirty,66
425.740,AccPause,1162
425.751,AccDirty,66
425.751,AccPause,1172
425.762,AccDirty,66
425.762,AccPause,1182
425.773,AccDirty,66
425.773,AccPause,1192
425.784,AccDirty,66
425.784,AccPause,1202
425.795,AccDirty,66
425.795,AccPause,1212
425.806,AccDirty,66
425.806,AccPause,1222
425.817,AccDirty,66
425.817,AccPause,1232
425.829,AccDirty,66
425.829,AccPause,1242
425.840,AccDirty,66
425.840,AccPause,1252
425.851,AccDirty,66
425.851,AccPause,1262
425.862,AccDirty,66
425.862,AccPause,1272
425.873,AccDirty,66
425.873,AccPause,1282
425.884,AccDirty,66
425.884,AccPause,1292
425.895,AccDirty,66
425.895,AccPause,1302
425.906,AccDirty,66
425.906,AccPause,1312
425.917,AccDirty,66
425.917,AccPause,1322
425.928,AccDirty,66
425.928,AccPause,1332
425.939,AccDirty,66
425.939,AccPause,1342
425.950,AccDirty,66
425.950,AccPause,1352
425.961,AccDirty,66
425.961,AccPause,1362
425.972,AccDirty,66
425.972,AccPause,1372
425.983,AccDirty,66
425.983,AccPause,1382
425.994,AccDirty,66
425.994,AccPause,1392
426.005,AccDirty,66
426.005,AccPause,1402
426.016,AccDirty,66
426.016,AccPause,1412
426.027,AccDirty,66
426.027,AccPause,1422
426.038,AccDirty,66
426.038,AccPause,1432
426.049,AccDirty,66
426.049,AccPause,1442
426.060,AccDirty,66
426.060,AccPause,1452
426.071,AccDirty,66
426.071,AccPause,1462
426.082,AccDirty,66
426.082,AccPause,1472
426.093,AccDirty,66
426.093,AccPause,1482
426.104,AccDirty,66
426.104,AccPause,1492
426.115,AccDirty,66
426.116,AccPause,1502
426.126,AccDirty,66
426.127,AccPause,1512
426.137,AccDirty,66
426.138,AccPause,1522
426.149,AccDirty,66
426.149,AccPause,1532
426.160,AccDirty,66
426.160,AccPause,1542
426.171,AccDirty,66
426.171,AccPause,1552
426.182,AccDirty,66
426.182,AccPause,1562
426.193,AccDirty,66
426.193,AccPause,1572
426.204,AccDirty,66
426.204,AccPause,1582
426.215,AccDirty,66
426.215,AccPause,1592
426.226,AccDirty,66
426.226,AccPause,1602
426.237,AccDirty,66
426.237,AccPause,1612
426.248,AccDirty,66
426.248,AccPause,1622
426.259,AccDirty,66
426.259,AccPause,1632
426.270,AccDirty,66
426.270,AccPause,1642
426.281,AccDirty,66
426.281,AccPause,1652
426.292,AccDirty,66
426.292,AccPause,1662
426.303,AccDirty,66
426.303,AccPause,1672
426.314,AccDirty,66
426.314,AccPause,1683
426.326,AccDirty,66
426.326,AccPause,1694
426.338,AccDirty,66
426.338,AccPause,1705
426.350,AccDirty,66
426.350,AccPause,1716
426.362,AccDirty,66
426.362,AccPause,1727
426.374,AccDirty,66
426.374,AccPause,1738
426.386,AccDirty,66
426.388,AccPause,1749
426.400,AccDirty,66
426.400,AccPause,1760
426.412,AccDirty,66
426.412,AccPause,1771
426.424,AccDirty,66
426.424,AccPause,1782
426.436,AccDirty,66
426.439,AccPause,1793
426.450,AccDirty,66
426.450,AccPause,1804
426.462,AccDirty,66
426.462,AccPause,1815
426.474,AccDirty,66
426.475,AccPause,1826
426.486,AccDirty,66
426.486,AccPause,1837
426.498,AccDirty,66
426.498,AccPause,1848
426.510,AccDirty,66
426.510,AccPause,1859
426.522,AccDirty,66
426.522,AccPause,1870
426.534,AccDirty,66
426.534,AccPause,1881
426.546,AccDirty,66
426.546,AccPause,1892
426.558,AccDirty,66
426.558,AccPause,1903
426.570,AccDirty,66
426.570,AccPause,1914
426.582,AccDirty,66
426.582,AccPause,1925
426.594,AccDirty,66
426.594,AccPause,1936
426.606,AccDirty,66
426.606,AccPause,1947
426.618,AccDirty,66
426.619,AccPause,1958
426.630,AccDirty,66
426.631,AccPause,1969
426.643,AccDirty,66
426.643,AccPause,1980
426.655,AccDirty,66
426.655,AccPause,1991
426.667,AccDirty,66
426.667,AccPause,2002
426.679,AccDirty,66
426.679,AccPause,2013
426.691,AccDirty,66
426.691,AccPause,2024
426.703,AccDirty,66
426.703,AccPause,2035
426.715,AccDirty,66
426.715,AccPause,2046
426.727,AccDirty,66
426.727,AccPause,2057
426.739,AccDirty,66
426.739,AccPause,2068
426.751,AccDirty,66
426.751,AccPause,2079
426.763,AccDirty,66
426.763,AccPause,2090
426.775,AccDirty,66
426.775,AccPause,2101
426.787,AccDirty,66
426.787,AccPause,2112
426.799,AccDirty,66
426.799,AccPause,2123
426.811,AccDirty,66
426.811,AccPause,2134
426.823,AccDirty,66
426.823,AccPause,2145
426.835,AccDirty,66
426.835,AccPause,2156
426.847,AccDirty,66
426.847,AccPause,2167
426.859,AccDirty,66
426.859,AccPause,2178
426.871,AccDirty,66
426.871,AccPause,2189
426.883,AccDirty,66
426.883,AccPause,2200
426.895,AccDirty,66
426.895,AccPause,2211
426.907,AccDirty,66
426.907,AccPause,2222
426.919,AccDirty,66
426.919,AccPause,2233
426.931,AccDirty,66
426.931,AccPause,2244
426.943,AccDirty,66
426.943,AccPause,2255
426.955,AccDirty,66
426.955,AccPause,2266
426.967,AccDirty,66
426.967,AccPause,2277
426.979,AccDirty,66
426.979,AccPause,2288
426.991,AccDirty,66
426.992,AccPause,2299
427.003,AccDirty,66
427.003,AccPause,2310
427.015,AccDirty,66
427.015,AccPause,2321
427.027,AccDirty,66
427.027,AccPause,2332
427.039,AccDirty,66
427.039,AccPause,2343
427.051,AccDirty,66
427.051,AccPause,2354
427.063,AccDirty,66
427.063,AccPause,2365
427.075,AccDirty,66
427.075,AccPause,2376
427.087,AccDirty,66
427.087,AccPause,2387
427.099,AccDirty,66
427.099,AccPause,2398
427.111,AccDirty,66
427.112,AccPause,2409
427.123,AccDirty,66
427.124,AccPause,2420
427.136,AccDirty,66
427.136,AccPause,2433
427.150,AccDirty,66
427.150,AccPause,2446
427.164,AccDirty,66
427.164,AccPause,2459
427.178,AccDirty,66
427.178,AccPause,2472
427.192,AccDirty,66
427.192,AccPause,2485
427.206,AccDirty,66
427.206,AccPause,2498
427.220,AccDirty,66
427.220,AccPause,2511
427.234,AccDirty,66
427.234,AccPause,2524
427.248,AccDirty,66
427.248,AccPause,2537
427.262,AccDirty,66
427.262,AccPause,2550
427.276,AccDirty,66
427.276,AccPause,2563
427.290,AccDirty,66
427.290,AccPause,2576
427.304,AccDirty,66
427.304,AccPause,2589
427.318,AccDirty,66
427.318,AccPause,2602
427.332,AccDirty,66
427.332,AccPause,2615
427.346,AccDirty,66
427.346,AccPause,2628
427.360,AccDirty,66
427.360,AccPause,2641
427.374,AccDirty,66
427.374,AccPause,2654
427.388,AccDirty,66
427.388,AccPause,2667
427.402,AccDirty,66
427.402,AccPause,2680
427.416,AccDirty,66
427.416,AccPause,2693
427.430,AccDirty,66
427.430,AccPause,2706
427.444,AccDirty,66
427.444,AccPause,2719
427.458,AccDirty,66
427.458,AccPause,2732
427.472,AccDirty,66
427.472,AccPause,2745
427.486,AccDirty,66
427.486,AccPause,2758
427.500,AccDirty,66
427.500,AccPause,2771
427.514,AccDirty,66
427.514,AccPause,2784
427.528,AccDirty,66
427.528,AccPause,2797
427.542,AccDirty,66
427.542,AccPause,2810
427.556,AccDirty,66
427.556,AccPause,2823
427.570,AccDirty,66
427.570,AccPause,2836
427.584,AccDirty,66
427.584,AccPause,2849
427.598,AccDirty,66
427.598,AccPause,2862
427.612,AccDirty,66
427.613,AccPause,2875
427.626,AccDirty,66
427.627,AccPause,2888
427.641,AccDirty,66
427.641,AccPause,2901
427.655,AccDirty,66
427.655,AccPause,2914
427.669,AccDirty,66
427.669,AccPause,2927
427.683,AccDirty,66
427.683,AccPause,2940
427.697,AccDirty,66
427.697,AccPause,2953
427.711,AccDirty,66
427.711,AccPause,2966
427.725,AccDirty,66
427.725,AccPause,2979
427.739,AccDirty,66
427.739,AccPause,2992
427.753,AccDirty,66
427.753,AccPause,3005
427.767,AccDirty,66
427.767,AccPause,3018
427.781,AccDirty,66
427.781,AccPause,3031
427.795,AccDirty,66
427.795,AccPause,3044
427.809,AccDirty,66
427.809,AccPause,3057
427.823,AccDirty,66
427.823,AccPause,3070
427.837,AccDirty,66
427.837,AccPause,3083
427.851,AccDirty,66
427.851,AccPause,3096
427.865,AccDirty,66
427.865,AccPause,3109
427.879,AccDirty,66
427.879,AccPause,3122
427.893,AccDirty,66
427.893,AccPause,3135
427.907,AccDirty,66
427.907,AccPause,3148
427.921,AccDirty,66
427.921,AccPause,3161
427.935,AccDirty,66
427.935,AccPause,3174
427.949,AccDirty,66
427.949,AccPause,3187
427.963,AccDirty,66
427.963,AccPause,3200
427.977,AccDirty,66
427.977,AccPause,3217
427.995,AccDirty,66
427.995,AccPause,3234
428.013,AccDirty,66
428.013,AccPause,3251
428.031,AccDirty,66
428.031,AccPause,3268
428.049,AccDirty,66
428.049,AccPause,3285
428.067,AccDirty,66
428.067,AccPause,3302
428.085,AccDirty,66
428.085,AccPause,3319
428.103,AccDirty,66
428.104,AccPause,3336
428.121,AccDirty,66
428.122,AccPause,3353
428.140,AccDirty,66
428.140,AccPause,3370
428.158,AccDirty,66
428.158,AccPause,3387
428.176,AccDirty,66
428.176,AccPause,3404
428.194,AccDirty,66
428.194,AccPause,3421
428.212,AccDirty,66
428.212,AccPause,3438
428.230,AccDirty,66
428.230,AccPause,3455
428.248,AccDirty,66
428.248,AccPause,3472
428.266,AccDirty,66
428.266,AccPause,3489
428.284,AccDirty,66
428.284,AccPause,3506
428.302,AccDirty,66
428.302,AccPause,3523
428.320,AccDirty,66
428.320,AccPause,3540
428.338,AccDirty,66
428.338,AccPause,3557
428.356,AccDirty,66
428.356,AccPause,3574
428.374,AccDirty,66
428.374,AccPause,3591
428.392,AccDirty,66
428.392,AccPause,3608
428.410,AccDirty,66
428.410,AccPause,3625
428.428,AccDirty,66
428.428,AccPause,3642
428.446,AccDirty,66
428.446,AccPause,3659
428.464,AccDirty,66
428.464,AccPause,3676
428.484,AccDirty,66
428.484,AccPause,3693
428.501,AccDirty,66
428.502,AccPause,3710
428.519,AccDirty,66
428.520,AccPause,3727
428.537,AccDirty,66
428.538,AccPause,3744
428.555,AccDirty,66
428.555,AccPause,3761
428.573,AccDirty,66
428.574,AccPause,3778
428.591,AccDirty,66
428.592,AccPause,3795
428.609,AccDirty,66
428.610,AccPause,3812
428.628,AccDirty,66
428.628,AccPause,3829
428.646,AccDirty,66
428.646,AccPause,3846
428.664,AccDirty,66
428.664,AccPause,3863
428.682,AccDirty,66
428.682,AccPause,3880
428.700,AccDirty,66
428.700,AccPause,3897
428.718,AccDirty,66
428.718,AccPause,3914
428.736,AccDirty,66
428.736,AccPause,3931
428.754,AccDirty,66
428.754,AccPause,3948
428.772,AccDirty,66
428.772,AccPause,3965
428.790,AccDirty,66
428.790,AccPause,3982
428.808,AccDirty,66
428.808,AccPause,3999
428.826,AccDirty,66
428.826,AccPause,4016
428.844,AccDirty,66
428.844,AccPause,4033
428.862,AccDirty,66
428.862,AccPause,4050
428.880,AccDirty,66
428.880,AccPause,4067
428.898,AccDirty,66
428.898,AccPause,4084
428.916,AccDirty,66
428.916,AccPause,4101
428.934,AccDirty,66
428.934,AccPause,4118
428.952,AccDirty,66
428.952,AccPause,4135
428.970,AccDirty,66
428.970,AccPause,4152
428.988,AccDirty,66
428.988,AccPause,4169
429.006,AccDirty,66
429.006,AccPause,4186
429.024,AccDirty,66
429.024,AccPause,4203
429.042,AccDirty,66
429.043,AccPause,4220
429.060,AccDirty,66
429.060,AccPause,4237
429.078,AccDirty,66
429.078,AccPause,4254
429.096,AccDirty,66
429.097,AccPause,4271
429.115,AccDirty,66
429.115,AccPause,4288
429.133,AccDirty,66
429.133,AccPause,4305
429.151,AccDirty,66
429.151,AccPause,4322
429.169,AccDirty,66
429.169,AccPause,4339
429.187,AccDirty,66
429.187,AccPause,4356
429.205,AccDirty,66
429.205,AccPause,4373
429.223,AccDirty,66
429.223,AccPause,4390
429.241,AccDirty,66
429.241,AccPause,4407
429.259,AccDirty,66
429.259,AccPause,4424
429.277,AccDirty,66
429.277,AccPause,4446
429.300,AccDirty,66
429.300,AccPause,4468
429.323,AccDirty,66
429.323,AccPause,4490
429.346,AccDirty,66
429.346,AccPause,4512
429.369,AccDirty,66
429.369,AccPause,4534
429.392,AccDirty,66
429.392,AccPause,4556
429.415,AccDirty,66
429.415,AccPause,4578
429.438,AccDirty,66
429.439,AccPause,4600
429.462,AccDirty,3
429.463,AccDirty,3
429.463,AccDirty,3
429.463,AccDirty,3
429.463,AccDirty,10
429.463,AccDirty,17
429.464,AccDirty,17
429.464,AccDirty,24
429.464,AccDirty,24
429.464,AccDirty,31
429.464,AccDirty,31
429.465,AccDirty,38
429.465,AccDirty,45
429.465,AccDirty,45
429.465,AccDirty,52
429.466,AccDirty,52
429.466,AccDirty,52
429.466,AccDirty,52
429.466,AccDirty,52
429.466,AccDirty,59
429.467,AccDirty,59
429.467,AccDirty,59
429.467,AccDirty,66
429.467,AccPause,22
429.489,AccDirty,66
429.490,AccPause,44
429.512,AccDirty,66
429.513,AccPause,66
429.535,AccDirty,66
429.535,AccPause,88
429.558,AccDirty,66
429.558,AccPause,110
429.581,AccDirty,66
429.581,AccPause,132
429.604,AccDirty,66
429.604,AccPause,154
429.627,AccDirty,66
429.627,AccPause,176
429.650,AccDirty,66
429.650,AccPause,198
429.673,AccDirty,66
429.673,AccPause,220
429.696,AccDirty,66
429.696,AccPause,242
429.719,AccDirty,66
429.719,AccPause,264
429.742,AccDirty,66
429.742,AccPause,286
429.765,AccDirty,66
429.765,AccPause,308
429.788,AccDirty,66
429.788,AccPause,330
429.811,AccDirty,66
429.811,AccPause,352
429.834,AccDirty,66
429.834,AccPause,374
429.857,AccDirty,66
429.857,AccPause,396
429.880,AccDirty,66
429.881,AccPause,418
429.903,AccDirty,66
429.903,AccPause,440
429.926,AccDirty,66
429.926,AccPause,462
429.949,AccDirty,66
429.949,AccPause,484
429.972,AccDirty,66
429.972,AccPause,506
429.995,AccDirty,66
429.995,AccPause,528
430.018,AccDirty,66
430.018,AccPause,550
430.041,AccDirty,66
430.041,AccPause,572
430.064,AccDirty,66
430.064,AccPause,594
430.087,AccDirty,66
430.087,AccPause,616
430.110,AccDirty,66
430.110,AccPause,638
430.133,AccDirty,66
430.133,AccPause,660
430.156,AccDirty,66
430.156,AccPause,682
430.179,AccDirty,66
430.179,AccPause,704
430.202,AccDirty,66
430.202,AccPause,726
430.225,AccDirty,66
430.225,AccPause,748
430.248,AccDirty,66
430.249,AccPause,770
430.271,AccDirty,66
430.271,AccPause,792
430.294,AccDirty,66
430.294,AccPause,814
430.317,AccDirty,66
430.317,AccPause,836
430.340,AccDirty,66
430.340,AccPause,858
430.363,AccDirty,66
430.363,AccPause,880
430.386,AccDirty,66
430.386,AccPause,902
430.409,AccDirty,66
430.409,AccPause,924
430.432,AccDirty,66
430.433,AccPause,946
430.455,AccDirty,66
430.455,AccPause,968
430.478,AccDirty,66
430.478,AccPause,990
430.502,AccDirty,66
430.502,AccPause,1012
430.524,AccDirty,66
430.525,AccPause,1034
430.547,AccDirty,66
430.547,AccPause,1056
430.570,AccDirty,66
430.571,AccPause,1078
430.594,AccDirty,66
430.595,AccPause,1100
430.617,AccDirty,66
430.617,AccPause,1122
430.640,AccDirty,66
430.641,AccPause,1144
430.663,AccDirty,66
430.663,AccPause,1166
430.686,AccDirty,66
430.686,AccPause,1188
430.709,AccDirty,66
430.709,AccPause,1210
430.732,AccDirty,66
430.732,AccPause,1232
430.755,AccDirty,66
430.755,AccPause,1254
430.778,AccDirty,66
430.778,AccPause,1276
430.801,AccDirty,66
430.801,AccPause,1298
430.824,AccDirty,66
430.824,AccPause,1320
430.847,AccDirty,66
430.848,AccPause,1342
430.870,AccDirty,66
430.871,AccPause,1364
430.893,AccDirty,66
430.894,AccPause,1386
430.916,AccDirty,66
430.916,AccPause,1408
430.939,AccDirty,66
430.940,AccPause,1430
430.962,AccDirty,66
430.962,AccPause,1452
430.985,AccDirty,66
430.985,AccPause,1474
431.008,AccDirty,66
431.008,AccPause,1496
431.031,AccDirty,66
431.031,AccPause,1518
431.054,AccDirty,66
431.054,AccPause,1540
431.077,AccDirty,66
431.077,AccPause,1562
431.100,AccDirty,66
431.100,AccPause,1584
431.123,AccDirty,66
431.123,AccPause,1617
431.157,AccDirty,66
431.157,AccPause,1650
431.191,AccDirty,66
431.191,AccPause,1683
431.225,AccDirty,66
431.225,AccPause,1716
431.259,AccDirty,66
431.259,AccPause,1749
431.293,AccDirty,66
431.293,AccPause,1782
431.327,AccDirty,66
431.327,AccPause,1815
431.361,AccDirty,66
431.361,AccPause,1848
431.395,AccDirty,66
431.395,AccPause,1881
431.429,AccDirty,66
431.429,AccPause,1914
431.463,AccDirty,66
431.463,AccPause,1947
431.497,AccDirty,66
431.497,AccPause,1980
431.531,AccDirty,66
431.531,AccPause,2013
431.565,AccDirty,66
431.565,AccPause,2046
431.599,AccDirty,66
431.599,AccPause,2079
431.633,AccDirty,66
431.633,AccPause,2112
431.667,AccDirty,66
431.667,AccPause,2145
431.701,AccDirty,66
431.701,AccPause,2178
431.735,AccDirty,66
431.735,AccPause,2211
431.769,AccDirty,66
431.769,AccPause,2244
431.803,AccDirty,66
431.803,AccPause,2277
431.837,AccDirty,66
431.837,AccPause,2310
431.871,AccDirty,66
431.871,AccPause,2343
431.905,AccDirty,66
431.905,AccPause,2376
431.939,AccDirty,66
431.939,AccPause,2409
431.973,AccDirty,66
431.973,AccPause,2442
432.007,AccDirty,66
432.007,AccPause,2475
432.041,AccDirty,66
432.041,AccPause,2508
432.075,AccDirty,66
432.075,AccPause,2541
432.109,AccDirty,66
432.109,AccPause,2574
432.143,AccDirty,66
432.143,AccPause,2607
432.177,AccDirty,66
432.177,AccPause,2640
432.211,AccDirty,66
432.211,AccPause,2673
432.245,AccDirty,66
432.245,AccPause,2706
432.279,AccDirty,66
432.279,AccPause,2739
432.313,AccDirty,66
432.313,AccPause,2772
432.347,AccDirty,66
432.347,AccPause,2805
432.381,AccDirty,66
432.381,AccPause,2838
432.415,AccDirty,66
432.415,AccPause,2871
