Time,Event,Value
468.229,AccDirty,65
468.229,AccPause,2470
468.301,AccDirty,65
468.301,AccPause,2535
468.373,AccDirty,65
468.373,AccPause,2600
468.445,AccDirty,65
468.445,AccPause,2665
468.517,AccDirty,65
468.517,AccPause,2730
468.589,AccDirty,65
468.589,AccPause,2795
468.661,AccDirty,65
468.661,AccPause,2860
468.733,AccDirty,65
468.733,AccPause,2925
468.805,AccDirty,65
468.805,AccPause,2990
468.877,AccDirty,65
468.877,AccPause,3055
468.949,AccDirty,65
468.949,AccPause,3120
469.021,AccDirty,65
469.021,AccPause,3185
469.093,AccDirty,65
469.093,AccPause,3250
469.165,AccDirty,65
469.165,AccPause,3315
469.237,AccDirty,65
469.237,AccPause,3380
469.309,AccDirty,65
469.309,AccPause,3445
469.381,AccDirty,65
469.381,AccPause,3510
469.453,AccDirty,65
469.453,AccPause,3575
469.525,AccDirty,65
469.525,AccPause,3640
469.597,AccDirty,65
469.597,AccPause,3705
469.669,AccDirty,65
469.669,AccPause,3770
469.741,AccDirty,65
469.741,AccPause,3835
469.813,AccDirty,65
469.813,AccPause,3900
469.885,AccDirty,65
469.885,AccPause,3965
469.957,AccDirty,68
469.958,AccPause,4030
470.029,AccDirty,0
470.029,AccDirty,0
470.029,AccDirty,7
470.029,AccDirty,7
470.030,AccDirty,14
470.030,AccDirty,21
470.030,AccDirty,21
470.030,AccDirty,28
470.030,AccDirty,28
470.031,AccDirty,35
470.031,AccDirty,35
470.031,AccDirty,42
470.031,AccDirty,49
470.031,AccDirty,49
470.032,AccDirty,49
470.032,AccDirty,49
470.032,AccDirty,56
470.032,AccPause,57
470.090,AccDirty,56
470.090,AccPause,57
470.148,AccDirty,57
470.148,AccPause,57
470.206,AccDirty,58
470.206,AccPause,57
470.264,AccDirty,59
470.264,AccPause,57
470.322,AccDirty,60
470.322,AccPause,57
470.380,AccDirty,61
470.380,AccPause,57
470.438,AccDirty,62
470.438,AccPause,57
470.496,AccDirty,62
470.496,AccPause,65
470.565,AccDirty,62
470.565,AccPause,65
470.637,AccDirty,62
470.637,AccPause,65
470.708,AccDirty,62
470.709,AccPause,65
470.780,AccDirty,62
470.781,AccPause,65
470.852,AccDirty,69
470.853,AccPause,65
470.924,AccDirty,69
470.924,AccPause,130
470.996,AccDirty,69
470.996,AccPause,195
471.068,AccDirty,69
471.068,AccPause,260
471.140,AccDirty,69
471.141,AccPause,325
471.212,AccDirty,69
471.212,AccPause,390
471.284,AccDirty,69
471.284,AccPause,455
471.356,AccDirty,69
471.356,AccPause,520
471.428,AccDirty,69
471.429,AccPause,585
471.500,AccDirty,69
471.501,AccPause,650
471.572,AccDirty,69
471.572,AccPause,715
471.644,AccDirty,69
471.644,AccPause,780
471.716,AccDirty,69
471.716,AccPause,845
471.788,AccDirty,69
471.788,AccPause,910
471.860,AccDirty,69
471.860,AccPause,975
471.932,AccDirty,69
471.932,AccPause,1040
472.004,AccDirty,69
472.004,AccPause,1105
472.076,AccDirty,69
472.076,AccPause,1170
472.148,AccDirty,69
472.148,AccPause,1235
472.220,AccDirty,69
472.220,AccPause,1300
472.292,AccDirty,69
472.292,AccPause,1365
472.364,AccDirty,69
472.364,AccPause,1430
472.436,AccDirty,69
472.436,AccPause,1495
472.508,AccDirty,69
472.509,AccPause,1560
472.580,AccDirty,69
472.580,AccPause,1625
472.652,AccDirty,69
472.652,AccPause,1690
472.724,AccDirty,69
472.724,AccPause,1755
472.796,AccDirty,69
472.796,AccPause,1820
472.868,AccDirty,69
472.868,AccPause,1885
472.940,AccDirty,69
472.940,AccPause,1950
473.012,AccDirty,69
473.012,AccPause,2015
473.084,AccDirty,69
473.084,AccPause,2080
473.156,AccDirty,69
473.156,AccPause,2145
473.228,AccDirty,69
473.228,AccPause,2210
473.300,AccDirty,69
473.300,AccPause,2275
473.372,AccDirty,69
473.372,AccPause,2340
473.444,AccDirty,69
473.444,AccPause,2405
473.516,AccDirty,69
473.516,AccPause,2470
473.588,AccDirty,69
473.588,AccPause,2535
473.660,AccDirty,69
473.660,AccPause,2600
473.732,AccDirty,69
473.732,AccPause,2665
473.804,AccDirty,69
473.804,AccPause,2730
473.876,AccDirty,69
473.876,AccPause,2795
473.948,AccDirty,69
473.948,AccPause,2860
474.020,AccDirty,69
474.020,AccPause,2925
474.092,AccDirty,69
474.092,AccPause,2990
474.164,AccDirty,69
474.164,AccPause,3055
474.236,AccDirty,69
474.236,AccPause,3120
474.308,AccDirty,69
474.308,AccPause,3185
474.380,AccDirty,69
474.380,AccPause,3250
474.452,AccDirty,69
474.452,AccPause,3315
474.524,AccDirty,69
474.524,AccPause,3380
474.596,AccDirty,69
474.596,AccPause,3445
474.668,AccDirty,69
474.668,AccPause,3510
474.740,AccDirty,69
474.740,AccPause,3575
474.812,AccDirty,69
474.812,AccPause,3640
474.884,AccDirty,69
474.884,AccPause,3705
474.956,AccDirty,69
474.956,AccPause,3770
475.028,AccDirty,69
475.029,AccPause,3843
475.108,AccDirty,6
475.108,AccDirty,6
475.108,AccDirty,6
475.109,AccDirty,6
475.109,AccDirty,13
475.109,AccDirty,13
475.109,AccDirty,20
475.109,AccDirty,20
475.109,AccDirty,27
475.110,AccDirty,27
475.110,AccDirty,34
475.110,AccDirty,41
475.110,AccDirty,41
475.110,AccDirty,48
475.111,AccDirty,48
475.111,AccDirty,48
475.111,AccDirty,55
475.111,AccPause,49
475.161,AccDirty,55
475.161,AccPause,57
475.219,AccDirty,55
475.219,AccPause,57
475.277,AccDirty,55
475.277,AccPause,57
475.335,AccDirty,55
475.335,AccPause,57
475.393,AccDirty,59
475.393,AccPause,57
475.451,AccDirty,60
475.451,AccPause,57
475.509,AccDirty,61
475.509,AccPause,57
475.567,AccDirty,62
475.567,AccPause,57
475.625,AccDirty,63
475.625,AccPause,65
475.692,AccDirty,64
475.692,AccPause,65
475.764,AccDirty,65
475.764,AccPause,130
475.836,AccDirty,65
475.836,AccPause,195
475.908,AccDirty,65
475.908,AccPause,260
475.980,AccDirty,65
475.980,AccPause,325
476.052,AccDirty,65
476.052,AccPause,390
476.124,AccDirty,65
476.124,AccPause,455
476.197,AccDirty,65
476.197,AccPause,520
476.268,AccDirty,65
476.268,AccPause,585
476.340,AccDirty,65
476.340,AccPause,650
476.412,AccDirty,65
476.412,AccPause,715
476.484,AccDirty,65
476.484,AccPause,780
476.556,AccDirty,65
476.556,AccPause,845
476.628,AccDirty,65
476.628,AccPause,910
476.700,AccDirty,65
476.700,AccPause,975
476.772,AccDirty,65
476.772,AccPause,1040
476.843,AccDirty,65
476.844,AccPause,1105
476.915,AccDirty,65
476.916,AccPause,1170
476.988,AccDirty,65
476.988,AccPause,1235
477.059,AccDirty,65
477.060,AccPause,1300
477.131,AccDirty,65
477.132,AccPause,1365
477.203,AccDirty,65
477.204,AccPause,1430
477.275,AccDirty,65
477.275,AccPause,1495
477.348,AccDirty,65
477.349,AccPause,1560
477.419,AccDirty,65
477.420,AccPause,1625
477.491,AccDirty,65
477.491,AccPause,1690
477.563,AccDirty,65
477.564,AccPause,1755
477.635,AccDirty,65
477.635,AccPause,1820
477.707,AccDirty,65
477.707,AccPause,1885
477.779,AccDirty,65
477.780,AccPause,1950
477.851,AccDirty,65
477.852,AccPause,2015
477.923,AccDirty,65
477.924,AccPause,2080
477.996,AccDirty,65
477.996,AccPause,2145
478.068,AccDirty,65
478.068,AccPause,2210
478.140,AccDirty,65
478.140,AccPause,2275
478.212,AccDirty,65
478.212,AccPause,2340
478.284,AccDirty,65
478.284,AccPause,2405
478.356,AccDirty,65
478.356,AccPause,2470
478.428,AccDirty,65
478.428,AccPause,2535
478.500,AccDirty,65
478.500,AccPause,2600
478.572,AccDirty,65
478.572,AccPause,2665
478.644,AccDirty,65
478.644,AccPause,2730
478.716,AccDirty,65
478.716,AccPause,2795
478.788,AccDirty,65
478.788,AccPause,2860
478.860,AccDirty,65
478.860,AccPause,2925
478.932,AccDirty,65
478.932,AccPause,2990
479.004,AccDirty,65
479.004,AccPause,3055
479.076,AccDirty,65
479.076,AccPause,3120
479.148,AccDirty,65
479.148,AccPause,3185
479.220,AccDirty,65
479.220,AccPause,3250
479.292,AccDirty,65
479.292,AccPause,3315
479.364,AccDirty,65
479.364,AccPause,3380
479.436,AccDirty,65
479.436,AccPause,3445
479.508,AccDirty,65
479.508,AccPause,3510
479.580,AccDirty,65
479.580,AccPause,3575
479.652,AccDirty,65
479.652,AccPause,3640
479.724,AccDirty,65
479.724,AccPause,3705
479.796,AccDirty,65
479.796,AccPause,3770
479.868,AccDirty,65
479.868,AccPause,3835
479.940,AccDirty,65
479.940,AccPause,3900
480.012,AccDirty,65
480.012,AccPause,3965
480.084,AccDirty,65
480.084,AccPause,4030
480.156,AccDirty,68
480.157,AccPause,4095
480.228,AccDirty,0
480.229,AccDirty,0
480.229,AccDirty,7
480.229,AccDirty,7
480.229,AccDirty,14
480.230,AccDirty,21
480.230,AccDirty,21
480.230,AccDirty,28
480.230,AccDirty,28
480.230,AccDirty,35
480.231,AccDirty,35
480.231,AccDirty,42
480.231,AccDirty,49
480.231,AccDirty,49
480.232,AccDirty,49
480.232,AccDirty,49
480.232,AccDirty,56
480.232,AccPause,57
480.289,AccDirty,56
480.290,AccPause,57
480.347,AccDirty,57
480.347,AccPause,57
480.405,AccDirty,58
480.405,AccPause,57
480.463,AccDirty,58
480.463,AccPause,57
480.522,AccDirty,58
480.522,AccPause,57
480.579,AccDirty,58
480.580,AccPause,57
480.637,AccDirty,58
480.637,AccPause,57
480.695,AccDirty,58
480.695,AccPause,65
480.764,AccDirty,65
480.765,AccPause,65
480.836,AccDirty,65
480.836,AccPause,130
480.908,AccDirty,65
480.908,AccPause,195
480.980,AccDirty,65
480.980,AccPause,260
481.052,AccDirty,65
481.053,AccPause,325
481.124,AccDirty,65
481.125,AccPause,390
481.197,AccDirty,65
481.197,AccPause,455
481.269,AccDirty,65
481.269,AccPause,520
481.341,AccDirty,65
481.341,AccPause,585
481.413,AccDirty,65
481.413,AccPause,650
481.485,AccDirty,65
481.485,AccPause,715
481.557,AccDirty,65
481.557,AccPause,780
481.629,AccDirty,65
481.629,AccPause,845
481.701,AccDirty,65
481.701,AccPause,910
481.773,AccDirty,65
481.773,AccPause,975
481.845,AccDirty,65
481.845,AccPause,1040
481.917,AccDirty,65
481.917,AccPause,1105
481.989,AccDirty,65
481.989,AccPause,1170
482.061,AccDirty,65
482.061,AccPause,1235
482.133,AccDirty,65
482.133,AccPause,1300
482.207,AccDirty,65
482.207,AccPause,1365
482.277,AccDirty,65
482.277,AccPause,1430
482.349,AccDirty,65
482.349,AccPause,1495
482.421,AccDirty,65
482.421,AccPause,1560
482.493,AccDirty,65
482.493,AccPause,1625
482.565,AccDirty,65
482.565,AccPause,1690
482.637,AccDirty,65
482.637,AccPause,1755
482.709,AccDirty,65
482.709,AccPause,1820
482.781,AccDirty,65
482.781,AccPause,1885
482.853,AccDirty,65
482.853,AccPause,1950
482.925,AccDirty,65
482.925,AccPause,2015
482.997,AccDirty,65
482.997,AccPause,2080
483.069,AccDirty,65
483.069,AccPause,2145
483.141,AccDirty,65
483.141,AccPause,2210
483.213,AccDirty,65
483.213,AccPause,2275
483.285,AccDirty,65
483.286,AccPause,2340
483.357,AccDirty,65
483.357,AccPause,2405
483.430,AccDirty,65
483.430,AccPause,2470
483.501,AccDirty,65
483.502,AccPause,2535
483.573,AccDirty,65
483.573,AccPause,2600
483.645,AccDirty,65
483.645,AccPause,2665
483.717,AccDirty,65
483.717,AccPause,2730
483.789,AccDirty,65
483.789,AccPause,2795
483.861,AccDirty,65
483.861,AccPause,2860
483.933,AccDirty,65
483.933,AccPause,2925
484.005,AccDirty,65
484.005,AccPause,2990
484.077,AccDirty,65
484.077,AccPause,3055
484.149,AccDirty,65
484.149,AccPause,3120
484.221,AccDirty,65
484.222,AccPause,3185
484.293,AccDirty,65
484.294,AccPause,3250
484.365,AccDirty,65
484.366,AccPause,3315
484.438,AccDirty,65
484.438,AccPause,3380
484.510,AccDirty,65
484.510,AccPause,3445
484.582,AccDirty,65
484.582,AccPause,3510
484.654,AccDirty,65
484.654,AccPause,3575
484.726,AccDirty,65
484.726,AccPause,3640
484.798,AccDirty,65
484.798,AccPause,3705
484.870,AccDirty,65
484.870,AccPause,3770
484.942,AccDirty,65
484.942,AccPause,3835
485.014,AccDirty,65
485.014,AccPause,3900
485.086,AccDirty,65
485.086,AccPause,3965
485.158,AccDirty,65
485.159,AccPause,4030
485.230,AccDirty,65
485.230,AccPause,4095
485.302,AccDirty,2
485.302,AccDirty,2
485.302,AccDirty,2
485.303,AccDirty,9
485.303,AccDirty,9
485.303,AccDirty,16
485.303,AccDirty,16
485.303,AccDirty,23
485.304,AccDirty,23
485.304,AccDirty,30
485.304,AccDirty,37
485.304,AccDirty,37
485.304,AccDirty,44
485.305,AccDirty,44
485.305,AccDirty,51
485.305,AccDirty,51
485.306,AccDirty,51
485.306,AccDirty,51
485.306,AccDirty,58
485.306,AccPause,57
485.364,AccDirty,58
485.364,AccPause,57
485.422,AccDirty,60
485.422,AccPause,57
485.480,AccDirty,61
485.481,AccPause,57
485.538,AccDirty,62
485.538,AccPause,57
485.596,AccDirty,63
485.596,AccPause,65
485.662,AccDirty,64
485.662,AccPause,65
485.734,AccDirty,65
485.734,AccPause,130
485.806,AccDirty,65
485.806,AccPause,195
485.878,AccDirty,65
485.878,AccPause,260
485.950,AccDirty,65
485.950,AccPause,325
486.022,AccDirty,65
486.022,AccPause,390
486.094,AccDirty,65
486.094,AccPause,455
486.166,AccDirty,65
486.166,AccPause,520
486.238,AccDirty,65
486.238,AccPause,585
486.310,AccDirty,65
486.310,AccPause,650
486.382,AccDirty,65
486.382,AccPause,715
486.454,AccDirty,65
486.454,AccPause,780
486.526,AccDirty,65
486.526,AccPause,845
486.598,AccDirty,65
486.598,AccPause,910
486.670,AccDirty,65
486.670,AccPause,975
486.742,AccDirty,65
486.742,AccPause,1040
486.814,AccDirty,65
486.814,AccPause,1105
486.886,AccDirty,65
486.886,AccPause,1170
486.958,AccDirty,65
486.958,AccPause,1235
487.030,AccDirty,65
487.031,AccPause,1300
487.102,AccDirty,65
487.102,AccPause,1365
487.174,AccDirty,65
487.174,AccPause,1430
487.247,AccDirty,65
487.247,AccPause,1495
487.318,AccDirty,65
487.319,AccPause,1560
487.390,AccDirty,65
487.390,AccPause,1625
487.462,AccDirty,65
487.462,AccPause,1690
487.534,AccDirty,65
487.535,AccPause,1755
487.606,AccDirty,65
487.607,AccPause,1820
487.678,AccDirty,65
487.679,AccPause,1885
487.751,AccDirty,65
487.751,AccPause,1950
487.823,AccDirty,65
487.823,AccPause,2015
487.895,AccDirty,65
487.895,AccPause,2080
487.967,AccDirty,65
487.967,AccPause,2145
488.039,AccDirty,65
488.039,AccPause,2210
488.111,AccDirty,65
488.111,AccPause,2275
488.183,AccDirty,65
488.183,AccPause,2340
488.255,AccDirty,65
488.255,AccPause,2405
488.327,AccDirty,65
488.327,AccPause,2470
488.399,AccDirty,65
488.399,AccPause,2535
488.471,AccDirty,65
488.471,AccPause,2600
488.543,AccDirty,65
488.543,AccPause,2665
488.615,AccDirty,65
488.615,AccPause,2730
488.687,AccDirty,65
488.687,AccPause,2795
488.759,AccDirty,65
488.759,AccPause,2860
488.831,AccDirty,65
488.831,AccPause,2925
488.903,AccDirty,65
488.903,AccPause,2990
488.975,AccDirty,65
488.975,AccPause,3055
489.047,AccDirty,65
489.047,AccPause,3120
489.119,AccDirty,65
489.119,AccPause,3185
489.191,AccDirty,65
489.191,AccPause,3250
489.263,AccDirty,65
489.263,AccPause,3315
489.335,AccDirty,65
489.336,AccPause,3380
489.407,AccDirty,65
489.407,AccPause,3445
489.479,AccDirty,65
489.479,AccPause,3510
489.551,AccDirty,65
489.551,AccPause,3575
489.623,AccDirty,65
489.623,AccPause,3640
489.695,AccDirty,65
489.695,AccPause,3705
489.767,AccDirty,65
489.767,AccPause,3770
489.839,AccDirty,65
489.839,AccPause,3835
489.911,AccDirty,65
489.911,AccPause,3900
489.983,AccDirty,65
489.983,AccPause,3965
490.055,AccDirty,65
490.055,AccPause,4030
490.127,AccDirty,65
490.127,AccPause,4095
490.199,AccDirty,65
490.199,AccPause,4160
490.271,AccDirty,68
490.272,AccPause,4225
490.343,AccDirty,0
490.344,AccDirty,0
490.344,AccDirty,7
490.344,AccDirty,7
490.344,AccDirty,14
490.345,AccDirty,21
490.347,AccDirty,21
490.347,AccDirty,28
490.347,AccDirty,28
490.347,AccDirty,35
490.347,AccDirty,35
490.348,AccDirty,42
490.348,AccDirty,49
490.348,AccDirty,49
490.348,AccDirty,49
490.348,AccDirty,49
490.348,AccDirty,56
490.348,AccPause,57
490.406,AccDirty,57
490.406,AccPause,57
490.463,AccDirty,57
490.463,AccPause,57
490.522,AccDirty,57
490.522,AccPause,57
490.580,AccDirty,57
490.580,AccPause,57
490.638,AccDirty,57
490.638,AccPause,57
490.695,AccDirty,57
490.696,AccPause,57
490.754,AccDirty,64
490.754,AccPause,65
490.823,AccDirty,64
490.824,AccPause,130
490.895,AccDirty,64
490.896,AccPause,195
490.968,AccDirty,64
490.968,AccPause,260
491.040,AccDirty,64
491.040,AccPause,325
491.112,AccDirty,64
491.112,AccPause,390
491.184,AccDirty,64
491.184,AccPause,455
491.256,AccDirty,64
491.256,AccPause,520
491.328,AccDirty,64
491.328,AccPause,585
491.400,AccDirty,64
491.400,AccPause,650
491.472,AccDirty,64
491.472,AccPause,715
491.544,AccDirty,64
491.544,AccPause,780
491.616,AccDirty,64
491.616,AccPause,845
491.688,AccDirty,64
491.688,AccPause,910
491.760,AccDirty,64
491.760,AccPause,975
491.832,AccDirty,64
491.832,AccPause,1040
491.904,AccDirty,64
491.904,AccPause,1105
491.976,AccDirty,64
491.976,AccPause,1170
492.048,AccDirty,64
492.048,AccPause,1235
492.120,AccDirty,64
492.120,AccPause,1300
492.192,AccDirty,64
492.192,AccPause,1365
492.264,AccDirty,64
492.264,AccPause,1430
492.336,AccDirty,64
492.336,AccPause,1495
492.408,AccDirty,64
492.408,AccPause,1560
492.480,AccDirty,64
492.480,AccPause,1625
492.552,AccDirty,64
492.552,AccPause,1690
492.624,AccDirty,64
492.624,AccPause,1755
492.696,AccDirty,64
492.696,AccPause,1820
492.768,AccDirty,64
492.768,AccPause,1885
492.840,AccDirty,64
492.840,AccPause,1950
492.912,AccDirty,64
492.912,AccPause,2015
492.984,AccDirty,64
492.984,AccPause,2080
493.056,AccDirty,64
493.056,AccPause,2145
493.128,AccDirty,64
493.128,AccPause,2210
493.200,AccDirty,64
493.200,AccPause,2275
493.272,AccDirty,64
493.273,AccPause,2340
493.344,AccDirty,64
493.344,AccPause,2405
493.416,AccDirty,64
493.417,AccPause,2470
493.488,AccDirty,64
493.488,AccPause,2535
493.560,AccDirty,64
493.560,AccPause,2600
493.632,AccDirty,64
493.632,AccPause,2665
493.704,AccDirty,64
493.704,AccPause,2730
493.776,AccDirty,64
493.776,AccPause,2795
493.848,AccDirty,64
493.848,AccPause,2860
493.920,AccDirty,64
493.921,AccPause,2925
493.992,AccDirty,64
493.992,AccPause,2990
494.064,AccDirty,64
494.064,AccPause,3055
494.136,AccDirty,64
494.136,AccPause,3120
494.208,AccDirty,64
494.209,AccPause,3185
494.280,AccDirty,64
494.280,AccPause,3250
494.352,AccDirty,64
494.353,AccPause,3315
494.424,AccDirty,64
494.425,AccPause,3380
494.496,AccDirty,64
494.496,AccPause,3445
494.568,AccDirty,64
494.569,AccPause,3510
494.640,AccDirty,64
494.640,AccPause,3575
494.712,AccDirty,64
494.712,AccPause,3640
494.784,AccDirty,64
494.784,AccPause,3705
494.856,AccDirty,64
494.857,AccPause,3770
494.928,AccDirty,64
494.929,AccPause,3835
495.000,AccDirty,64
495.001,AccPause,3900
495.072,AccDirty,64
495.073,AccPause,3965
495.144,AccDirty,64
495.145,AccPause,4030
495.216,AccDirty,64
495.217,AccPause,4095
495.288,AccDirty,64
495.289,AccPause,4160
495.361,AccDirty,68
495.361,AccPause,4225
495.433,AccDirty,5
495.433,AccDirty,5
495.433,AccDirty,5
495.433,AccDirty,5
495.433,AccDirty,12
495.434,AccDirty,12
495.434,AccDirty,19
495.434,AccDirty,19
495.434,AccDirty,26
495.434,AccDirty,33
495.435,AccDirty,33
495.435,AccDirty,40
495.435,AccDirty,40
495.435,AccDirty,47
495.435,AccDirty,47
495.436,AccDirty,54
495.436,AccPause,49
495.486,AccDirty,54
495.486,AccPause,49
495.536,AccDirty,54
495.536,AccPause,57
495.594,AccDirty,54
495.594,AccPause,57
495.652,AccDirty,54
495.652,AccPause,57
495.710,AccDirty,54
495.710,AccPause,57
495.768,AccDirty,54
495.768,AccPause,57
495.826,AccDirty,61
495.827,AccPause,57
495.885,AccDirty,61
495.885,AccPause,57
495.943,AccDirty,61
495.943,AccPause,57
496.001,AccDirty,61
496.001,AccPause,65
496.073,AccDirty,61
496.073,AccPause,65
496.145,AccDirty,61
496.145,AccPause,65
496.217,AccDirty,61
496.217,AccPause,65
496.289,AccDirty,68
496.289,AccPause,65
496.361,AccDirty,68
496.361,AccPause,130
496.433,AccDirty,68
496.433,AccPause,195
496.505,AccDirty,68
496.505,AccPause,260
496.577,AccDirty,68
496.577,AccPause,325
496.649,AccDirty,68
496.649,AccPause,390
496.721,AccDirty,68
496.721,AccPause,455
496.793,AccDirty,68
496.793,AccPause,520
496.865,AccDirty,68
496.865,AccPause,585
496.937,AccDirty,68
496.937,AccPause,650
497.009,AccDirty,68
497.009,AccPause,715
497.081,AccDirty,68
497.081,AccPause,780
497.153,AccDirty,68
497.153,AccPause,845
497.225,AccDirty,68
497.225,AccPause,910
497.297,AccDirty,68
497.297,AccPause,975
497.369,AccDirty,68
497.369,AccPause,1040
497.441,AccDirty,68
497.441,AccPause,1105
497.513,AccDirty,68
497.513,AccPause,1170
497.585,AccDirty,68
497.585,AccPause,1235
497.657,AccDirty,68
497.658,AccPause,1300
497.729,AccDirty,68
497.729,AccPause,1365
497.801,AccDirty,68
497.801,AccPause,1430
497.873,AccDirty,68
497.873,AccPause,1495
497.945,AccDirty,68
497.945,AccPause,1560
498.017,AccDirty,68
498.017,AccPause,1625
498.089,AccDirty,68
498.089,AccPause,1690
498.161,AccDirty,68
498.161,AccPause,1755
498.233,AccDirty,68
498.233,AccPause,1820
498.305,AccDirty,68
498.305,AccPause,1885
498.377,AccDirty,68
498.377,AccPause,1950
498.449,AccDirty,68
498.449,AccPause,2015
498.521,AccDirty,68
498.521,AccPause,2080
498.593,AccDirty,68
498.593,AccPause,2145
498.665,AccDirty,68
498.665,AccPause,2210
498.737,AccDirty,68
498.737,AccPause,2275
498.809,AccDirty,68
498.809,AccPause,2340
498.881,AccDirty,68
498.881,AccPause,2405
498.953,AccDirty,68
498.953,AccPause,2470
499.025,AccDirty,68
499.025,AccPause,2535
499.097,AccDirty,68
499.097,AccPause,2600
499.169,AccDirty,68
499.169,AccPause,2665
499.241,AccDirty,68
499.241,AccPause,2730
499.313,AccDirty,68
499.313,AccPause,2795
499.385,AccDirty,68
499.385,AccPause,2860
499.457,AccDirty,68
499.457,AccPause,2925
499.529,AccDirty,68
499.529,AccPause,2990
499.601,AccDirty,68
499.601,AccPause,3055
499.673,AccDirty,68
499.673,AccPause,3120
499.745,AccDirty,68
499.745,AccPause,3185
499.817,AccDirty,68
499.817,AccPause,3250
499.889,AccDirty,68
499.889,AccPause,3315
499.961,AccDirty,68
499.961,AccPause,3380
500.033,AccDirty,68
500.033,AccPause,3445
500.105,AccDirty,68
500.105,AccPause,3510
500.177,AccDirty,68
500.177,AccPause,3575
500.249,AccDirty,68
500.249,AccPause,3640
500.321,AccDirty,68
500.321,AccPause,3705
500.393,AccDirty,68
500.393,AccPause,3770
500.465,AccDirty,72
500.465,AccPause,3843
500.545,AccDirty,0
500.546,AccDirty,0
500.546,AccDirty,7
500.546,AccDirty,7
500.546,AccDirty,14
500.547,AccDirty,21
500.547,AccDirty,21
500.547,AccDirty,28
500.547,AccDirty,28
500.547,AccDirty,35
500.548,AccDirty,35
500.548,AccDirty,42
500.548,AccDirty,49
500.548,AccDirty,49
500.549,AccDirty,49
500.549,AccDirty,49
500.549,AccDirty,56
500.549,AccPause,57
500.606,AccDirty,56
500.606,AccPause,57
500.664,AccDirty,57
500.664,AccPause,57
500.722,AccDirty,58
500.722,AccPause,57
500.780,AccDirty,59
500.780,AccPause,57
500.838,AccDirty,60
500.838,AccPause,57
500.896,AccDirty,61
500.896,AccPause,57
500.954,AccDirty,62
500.954,AccPause,57
501.012,AccDirty,63
501.012,AccPause,65
501.081,AccDirty,64
501.081,AccPause,65
501.153,AccDirty,65
501.153,AccPause,130
501.225,AccDirty,65
501.225,AccPause,195
501.297,AccDirty,65
501.297,AccPause,260
501.369,AccDirty,65
501.369,AccPause,325
501.441,AccDirty,65
501.441,AccPause,390
501.513,AccDirty,65
501.514,AccPause,455
501.585,AccDirty,65
501.585,AccPause,520
501.657,AccDirty,65
501.657,AccPause,585
501.729,AccDirty,65
501.730,AccPause,650
501.801,AccDirty,65
501.801,AccPause,715
501.873,AccDirty,65
501.873,AccPause,780
501.945,AccDirty,65
501.945,AccPause,845
502.017,AccDirty,65
502.017,AccPause,910
502.089,AccDirty,65
502.089,AccPause,975
502.161,AccDirty,65
502.161,AccPause,1040
502.233,AccDirty,65
502.233,AccPause,1105
502.305,AccDirty,65
502.305,AccPause,1170
502.377,AccDirty,65
502.377,AccPause,1235
502.449,AccDirty,65
502.449,AccPause,1300
502.521,AccDirty,65
502.522,AccPause,1365
502.593,AccDirty,65
502.593,AccPause,1430
502.665,AccDirty,65
502.665,AccPause,1495
502.737,AccDirty,65
502.738,AccPause,1560
502.809,AccDirty,65
502.809,AccPause,1625
502.881,AccDirty,65
502.881,AccPause,1690
502.953,AccDirty,65
502.953,AccPause,1755
503.025,AccDirty,65
503.026,AccPause,1820
503.097,AccDirty,65
503.097,AccPause,1885
503.169,AccDirty,65
503.169,AccPause,1950
503.241,AccDirty,65
503.241,AccPause,2015
503.313,AccDirty,65
503.313,AccPause,2080
503.386,AccDirty,65
503.386,AccPause,2145
503.457,AccDirty,65
503.457,AccPause,2210
503.529,AccDirty,65
503.530,AccPause,2275
503.601,AccDirty,65
503.602,AccPause,2340
503.673,AccDirty,65
503.674,AccPause,2405
503.746,AccDirty,65
503.746,AccPause,2470
503.818,AccDirty,65
503.818,AccPause,2535
503.890,AccDirty,65
503.890,AccPause,2600
503.961,AccDirty,65
503.962,AccPause,2665
504.033,AccDirty,65
504.034,AccPause,2730
504.106,AccDirty,65
504.106,AccPause,2795
504.178,AccDirty,65
504.178,AccPause,2860
504.250,AccDirty,65
504.250,AccPause,2925
504.322,AccDirty,65
504.322,AccPause,2990
504.394,AccDirty,65
504.394,AccPause,3055
504.466,AccDirty,65
504.466,AccPause,3120
504.538,AccDirty,65
504.538,AccPause,3185
504.610,AccDirty,65
504.610,AccPause,3250
504.682,AccDirty,65
504.682,AccPause,3315
504.754,AccDirty,65
504.754,AccPause,3380
504.826,AccDirty,65
504.826,AccPause,3445
504.898,AccDirty,65
504.898,AccPause,3510
504.970,AccDirty,65
504.970,AccPause,3575
505.042,AccDirty,65
505.042,AccPause,3640
505.114,AccDirty,65
505.114,AccPause,3705
505.186,AccDirty,65
505.186,AccPause,3770
505.258,AccDirty,65
505.258,AccPause,3835
505.330,AccDirty,65
505.330,AccPause,3900
505.402,AccDirty,65
505.402,AccPause,3965
505.474,AccDirty,65
505.474,AccPause,4030
505.546,AccDirty,65
505.547,AccPause,4095
505.618,AccDirty,2
505.618,AccDirty,2
505.618,AccDirty,2
505.618,AccDirty,9
505.619,AccDirty,9
505.619,AccDirty,16
505.619,AccDirty,16
